timestamp,cone_type,confidence,global_x,global_y,vehicle_x,vehicle_y,vehicle_yaw,label,cluster_id
0.0,left,0.87,43.53100009547951,-0.02598702991260468,40.0,0.0,1.5708,real,0
0.0,left,0.78,42.86198135846479,5.075010512678769,40.0,0.0,1.5708,real,1
0.0,left,0.86,40.9249639731981,9.808003397648553,40.0,0.0,1.5708,real,2
0.0,left,0.96,37.62994757970596,14.27099129440763,40.0,0.0,1.5708,real,3
0.0,left,0.83,33.30293227716269,18.436975400421044,40.0,0.0,1.5708,real,4
0.0,right,0.97,35.90098696014953,3.5499849435083317,40.0,0.0,1.5708,real,5
0.0,right,0.92,34.31797296524877,7.35997912879895,40.0,0.0,1.5708,real,6
0.0,right,0.91,31.665961475481097,10.487969387437914,40.0,0.0,1.5708,real,7
0.1,left,0.99,42.77133784700327,4.907255879537667,39.998,0.262,1.5876,real,1
0.1,left,0.8,41.13334968026886,9.951445087491512,39.998,0.262,1.5876,real,2
0.1,left,0.95,37.89307405828405,14.225602535874874,39.998,0.262,1.5876,real,3
0.1,left,0.84,33.643100391909,18.29476520589909,39.998,0.262,1.5876,real,4
0.1,left,0.78,28.20725102077933,21.572890068437,39.998,0.262,1.5876,real,8
0.1,right,0.89,35.823333952204194,3.599324735380266,39.998,0.262,1.5876,real,5
0.1,right,0.88,34.22835459670129,7.334051747561949,39.998,0.262,1.5876,real,6
0.1,right,0.98,31.653193991989887,10.833275641505066,39.998,0.262,1.5876,real,7
0.1,right,0.89,27.83242685985696,13.70348095158529,39.998,0.262,1.5876,real,9
0.2,left,0.8,42.98167080754412,5.091743110213555,39.991,0.524,1.6043,real,1
0.2,left,0.92,40.61600979912965,9.878185734257787,39.991,0.524,1.6043,real,2
0.2,left,0.87,37.409998612712954,14.392325992664809,39.991,0.524,1.6043,real,3
0.2,left,0.95,33.426672579475564,18.066957091555317,39.991,0.524,1.6043,real,4
0.2,left,0.9,27.963166112912894,21.57291132540206,39.991,0.524,1.6043,real,8
0.2,right,0.92,35.81620990754674,3.6719219628119877,39.991,0.524,1.6043,real,5
0.2,right,0.84,34.173107268438784,7.767180528196655,39.991,0.524,1.6043,real,6
0.2,right,0.95,31.76305144756754,10.654070020415686,39.991,0.524,1.6043,real,7
0.2,right,0.93,27.977260484565235,13.718975856563032,39.991,0.524,1.6043,real,9
0.3,left,0.94,42.60190979305087,4.917781271384189,39.98,0.785,1.621,real,1
0.3,left,0.99,40.76294891434143,9.633438901723375,39.98,0.785,1.621,real,2
0.3,left,0.91,37.68133395779793,14.171513191508351,39.98,0.785,1.621,real,3
0.3,left,0.79,33.54417461531027,18.355170989998456,39.98,0.785,1.621,real,4
0.3,left,0.71,27.93359394937442,21.77292370062964,39.98,0.785,1.621,real,8
0.3,right,0.85,36.3949989231933,4.1623506301974045,39.98,0.785,1.621,real,5
0.3,right,0.86,34.31935374792272,7.371232383452887,39.98,0.785,1.621,real,6
0.3,right,0.87,31.76163295410018,10.489808555498039,39.98,0.785,1.621,real,7
0.3,right,0.81,28.031437666248912,13.76774771211645,39.98,0.785,1.621,real,9
0.4,left,0.84,42.73411879204943,5.021320333782712,39.965,1.047,1.6378,real,1
0.4,left,0.99,40.88500905242373,9.63587049287963,39.965,1.047,1.6378,real,2
0.4,left,0.98,37.76140889000073,14.065674441736846,39.965,1.047,1.6378,real,3
0.4,left,0.89,33.39288200200404,18.2435608486237,39.965,1.047,1.6378,real,4
0.4,left,0.8,27.935527991079347,21.605715990708042,39.965,1.047,1.6378,real,8
0.4,right,0.99,35.93350701897663,3.8914599388915985,39.965,1.047,1.6378,real,5
0.4,right,0.79,34.05022811878872,7.387211872897651,39.965,1.047,1.6378,real,6
0.4,right,0.99,31.553247691089805,10.723516526805707,39.965,1.047,1.6378,real,7
0.4,right,0.92,27.802558629366438,13.50563740165437,39.965,1.047,1.6378,real,9
0.4,left,0.45,43.8181174750426,7.148671469648412,39.965,1.047,1.6378,ghost,10
0.5,left,0.79,42.86509832364408,5.053250162572728,39.945,1.308,1.6545,real,1
0.5,left,0.84,40.477600186184645,9.671811155309287,39.945,1.308,1.6545,real,2
0.5,left,0.86,37.94436239253709,14.281155173804292,39.945,1.308,1.6545,real,3
0.5,left,0.82,33.41911397820977,18.149360415079386,39.945,1.308,1.6545,real,4
0.5,left,0.88,28.062423972988118,21.999990647646314,39.945,1.308,1.6545,real,8
0.5,right,0.89,35.713605043422156,3.778880960598386,39.945,1.308,1.6545,real,5
0.5,right,0.87,34.311374823178994,7.3350968440110895,39.945,1.308,1.6545,real,6
0.5,right,0.89,31.572642951831927,10.685853883378138,39.945,1.308,1.6545,real,7
0.5,right,0.87,27.780419553830903,13.699351966943738,39.945,1.308,1.6545,real,9
0.6,left,0.74,42.88054959391016,5.158392147074532,39.921,1.57,1.6711,real,1
0.6,left,0.81,40.95051803565658,9.635630825562115,39.921,1.57,1.6711,real,2
0.6,left,0.94,37.45092092753056,14.259436842340502,39.921,1.57,1.6711,real,3
0.6,left,0.9,33.18866834293201,18.19240161526728,39.921,1.57,1.6711,real,4
0.6,left,0.8,28.112680352842553,21.802258527177717,39.921,1.57,1.6711,real,8
0.6,right,0.89,35.81095347897874,3.9906045928736544,39.921,1.57,1.6711,real,5
0.6,right,0.96,34.22726320804272,7.2634709399374335,39.921,1.57,1.6711,real,6
0.6,right,0.74,31.515123887179247,10.813733649121954,39.921,1.57,1.6711,real,7
0.6,right,0.94,27.66308085354231,13.876400700404076,39.921,1.57,1.6711,real,9
0.7,left,0.87,42.664179898059025,5.144151365783577,39.893,1.831,1.6878,real,1
0.7,left,0.94,40.62916833833829,9.710813270479715,39.893,1.831,1.6878,real,2
0.7,left,0.74,37.48848454786323,14.244174752674494,39.893,1.831,1.6878,real,3
0.7,left,0.86,33.23005246899642,18.35013155099545,39.893,1.831,1.6878,real,4
0.7,left,0.99,27.937703664615967,22.00933763056692,39.893,1.831,1.6878,real,8
0.7,right,0.99,36.02200165731911,3.600207967131554,39.893,1.831,1.6878,real,5
0.7,right,0.84,34.61346561148552,7.351427396542141,39.893,1.831,1.6878,real,6
0.7,right,0.93,31.584168519075327,10.568794196569012,39.893,1.831,1.6878,real,7
0.7,right,0.94,27.82359290730841,14.07980146915958,39.893,1.831,1.6878,real,9
0.7,unknown,0.3,45.34644455417522,12.914396748945542,39.893,1.831,1.6878,ghost,11
0.8,left,0.87,42.760846075971614,4.997302917686913,39.86,2.092,1.7044,real,1
0.8,left,0.86,40.64360448195073,9.812181216517311,39.86,2.092,1.7044,real,2
0.8,left,0.98,37.41403518773615,14.097167934567475,39.86,2.092,1.7044,real,3
0.8,left,0.83,33.08158734473404,18.29244452707796,39.86,2.092,1.7044,real,4
0.8,left,0.84,28.164847473279522,21.730138236012692,39.86,2.092,1.7044,real,8
0.8,right,0.87,35.97828436728567,3.8495931687228357,39.86,2.092,1.7044,real,5
0.8,right,0.94,34.527047808103184,7.252605576765479,39.86,2.092,1.7044,real,6
0.8,right,0.88,31.46801128240091,10.68168074864774,39.86,2.092,1.7044,real,7
0.8,right,0.95,28.589538055794804,13.833335850925243,39.86,2.092,1.7044,real,9
0.9,left,0.86,42.76654819978038,5.051674656043248,39.822,2.353,1.7209,real,1
0.9,left,0.78,40.54572203243715,10.119556278027286,39.822,2.353,1.7209,real,2
0.9,left,0.93,37.606335916951075,14.167515549572354,39.822,2.353,1.7209,real,3
0.9,left,0.75,33.76003775583793,18.14000600970157,39.822,2.353,1.7209,real,4
0.9,left,0.9,27.980423354754066,21.82212202834956,39.822,2.353,1.7209,real,8
0.9,right,0.74,36.183239342136126,3.6292076142940357,39.822,2.353,1.7209,real,5
